stable_id,mmsi,imo,flag_norm,vessel_type_norm,nav_status_norm,destination_norm,port_name_norm,locode_norm,timestamp_date,timestamp_full,latitude,longitude
266232000_2021-01-01T00-04-03_00-00_54.89955_13.29681,266232000,9334959,SE,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T00:04:03+00:00,54.899545,13.296807
266232000_2021-01-01T00-50-04_00-00_54.85241_13.04476,266232000,9334959,SE,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T00:50:04+00:00,54.852407,13.04476
314019000_2021-01-01T03-41-43_00-00_54.72006_13.55420,314019000,9222429,BB,cargo ship,under way using engine,PLSZZ,unknown,unknown,2021-01-01,2021-01-01T03:41:43+00:00,54.720063,13.554198
245930000_2021-01-01T09-22-16_00-00_55.23733_13.00483,245930000,9213741,NL,cargo ship,under way using engine,STORUGNS,unknown,unknown,2021-01-01,2021-01-01T09:22:16+00:00,55.237333,13.004833
212521000_2021-01-01T12-51-37_00-00_54.89017_13.50859,212521000,9358278,CY,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-01,2021-01-01T12:51:37+00:00,54.890165,13.508593
212521000_2021-01-01T14-14-37_00-00_54.97057_13.89010,212521000,9358278,CY,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-01,2021-01-01T14:14:37+00:00,54.970575,13.890103
235059487_2021-01-01T20-21-04_00-00_55.02369_13.85253,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T20:21:04+00:00,55.023688,13.852527
314021000_2021-01-01T21-20-12_00-00_55.23477_13.75872,314021000,9279020,BB,cargo ship,under way using engine,GREENORE,unknown,unknown,2021-01-01,2021-01-01T21:20:12+00:00,55.234772,13.758722
235059487_2021-01-01T21-20-22_00-00_54.94301_13.48680,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T21:20:22+00:00,54.943007,13.486798
235059487_2021-01-01T21-33-05_00-00_54.92254_13.39686,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T21:33:05+00:00,54.92254,13.396863
235059487_2021-01-01T21-50-04_00-00_54.89546_13.27501,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T21:50:04+00:00,54.895463,13.275007
235059487_2021-01-01T22-07-11_00-00_54.87130_13.15059,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-01,2021-01-01T22:07:11+00:00,54.8713,13.15059
304881000_2021-01-01T23-30-58_00-00_55.19768_13.51531,304881000,9362621,AG,cargo ship,under way using engine,EE TLL,unknown,unknown,2021-01-01,2021-01-01T23:30:58+00:00,55.197678,13.515312
312451000_2021-01-02T04-22-29_00-00_54.95477_13.86088,312451000,9128013,BZ,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T04:22:29+00:00,54.954767,13.86088
273343810_2021-01-02T07-50-05_00-00_54.98173_13.95471,273343810,9216482,RU,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T07:50:05+00:00,54.981727,13.954712
248655000_2021-01-02T08-54-21_00-00_54.94746_13.77603,248655000,9745550,MT,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T08:54:21+00:00,54.947463,13.776025
248655000_2021-01-02T09-06-38_00-00_54.96415_13.86677,248655000,9745550,MT,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T09:06:38+00:00,54.964153,13.866773
354537000_2021-01-02T10-40-01_00-00_54.95426_13.75960,354537000,8918966,PA,cargo ship,under way using engine,NL RTM RU LED,unknown,unknown,2021-01-02,2021-01-02T10:40:01+00:00,54.954257,13.759598
236501000_2021-01-02T11-07-25_00-00_55.20515_13.44296,236501000,9407988,GI,tanker,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T11:07:25+00:00,55.205145,13.44296
236501000_2021-01-02T12-10-05_00-00_55.18035_13.78916,236501000,9407988,GI,tanker,under way using engine,RULED,unknown,unknown,2021-01-02,2021-01-02T12:10:05+00:00,55.180352,13.78916
209391000_2021-01-02T13-34-59_00-00_54.99276_13.66415,209391000,9517458,CY,tanker,under way using engine,KIEL PLT,unknown,unknown,2021-01-02,2021-01-02T13:34:59+00:00,54.992762,13.664152
266439000_2021-01-02T15-20-09_00-00_55.27593_13.35240,266439000,7116808,SE,cargo ship,under way using engine,SEAHU,unknown,unknown,2021-01-02,2021-01-02T15:20:09+00:00,55.275928,13.352397
538002614_2021-01-02T16-05-05_00-00_55.21103_13.24517,538002614,9323314,MH,tanker,under way using engine,LVVNT,unknown,unknown,2021-01-02,2021-01-02T16:05:05+00:00,55.211032,13.245172
538002614_2021-01-02T17-35-55_00-00_55.17556_13.81757,538002614,9323314,MH,tanker,under way using engine,LVVNT,unknown,unknown,2021-01-02,2021-01-02T17:35:55+00:00,55.175558,13.81757
219019955_2021-01-02T17-45-35_00-00_54.95833_13.33333,219019955,8611958,DK,cargo ship,under way using engine,GREIFSWALD,unknown,unknown,2021-01-02,2021-01-02T17:45:35+00:00,54.958333,13.333333
209531000_2021-01-03T01-51-23_00-00_54.87831_13.43576,209531000,9361380,CY,cargo ship,under way using engine,LVVNT,unknown,unknown,2021-01-03,2021-01-03T01:51:23+00:00,54.878308,13.435765
209531000_2021-01-03T02-00-03_00-00_54.88735_13.48195,209531000,9361380,CY,cargo ship,under way using engine,LVVNT,unknown,unknown,2021-01-03,2021-01-03T02:00:03+00:00,54.887345,13.48195
244790607_2021-01-03T02-17-21_00-00_55.01091_13.97518,244790607,9671462,NL,cargo ship,under way using engine,GDANSK,unknown,unknown,2021-01-03,2021-01-03T02:17:21+00:00,55.010908,13.97518
212575000_2021-01-03T02-38-21_00-00_55.03085_13.94771,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T02:38:21+00:00,55.03085,13.94771
212575000_2021-01-03T02-51-21_00-00_55.01934_13.89033,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T02:51:21+00:00,55.019337,13.890333
209531000_2021-01-03T02-51-23_00-00_54.94084_13.75227,209531000,9361380,CY,cargo ship,under way using engine,LVVNT,unknown,unknown,2021-01-03,2021-01-03T02:51:23+00:00,54.940837,13.75227
212575000_2021-01-03T03-04-12_00-00_55.00850_13.83390,212575000,9143788,CY,cargo ship,not available,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:04:12+00:00,55.0085,13.8339
215114000_2021-01-03T03-04-38_00-00_55.18343_13.89327,215114000,9255622,MT,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-03,2021-01-03T03:04:38+00:00,55.183428,13.893275
212575000_2021-01-03T03-17-20_00-00_54.99766_13.77533,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:17:20+00:00,54.997663,13.775333
209531000_2021-01-03T03-17-23_00-00_54.96633_13.89042,209531000,9361380,CY,cargo ship,under way using engine,LVVNT,unknown,unknown,2021-01-03,2021-01-03T03:17:23+00:00,54.966333,13.89042
212575000_2021-01-03T03-26-21_00-00_54.98988_13.73492,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:26:21+00:00,54.989877,13.734918
212575000_2021-01-03T03-30-01_00-00_54.98668_13.71837,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:30:01+00:00,54.986677,13.718372
249696000_2021-01-03T03-30-21_00-00_55.17868_13.73945,249696000,9436678,MT,tanker,under way using engine,UST LUGA,unknown,unknown,2021-01-03,2021-01-03T03:30:21+00:00,55.178683,13.73945
212575000_2021-01-03T03-44-01_00-00_54.97450_13.65450,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:44:01+00:00,54.974503,13.6545
212575000_2021-01-03T03-56-20_00-00_54.96333_13.59783,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T03:56:20+00:00,54.96333,13.597833
212575000_2021-01-03T04-09-11_00-00_54.95132_13.53880,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T04:09:11+00:00,54.95132,13.538802
212575000_2021-01-03T04-10-01_00-00_54.95054_13.53498,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T04:10:01+00:00,54.950537,13.534978
212575000_2021-01-03T04-22-22_00-00_54.93832_13.47868,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T04:22:22+00:00,54.938323,13.478678
212575000_2021-01-03T04-39-52_00-00_54.91940_13.39975,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T04:39:52+00:00,54.9194,13.399752
212575000_2021-01-03T04-44-10_00-00_54.91600_13.37950,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T04:44:10+00:00,54.916,13.3795
212575000_2021-01-03T05-09-01_00-00_54.89426_13.26442,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T05:09:01+00:00,54.894263,13.264417
212575000_2021-01-03T05-17-42_00-00_54.88669_13.22462,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T05:17:42+00:00,54.886687,13.224615
212575000_2021-01-03T05-26-21_00-00_54.87933_13.18467,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T05:26:21+00:00,54.87933,13.184665
212575000_2021-01-03T05-30-02_00-00_54.87624_13.16753,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T05:30:02+00:00,54.876237,13.167533
212575000_2021-01-03T05-40-21_00-00_54.86716_13.12033,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T05:40:21+00:00,54.867163,13.120332
212575000_2021-01-03T06-04-11_00-00_54.84442_13.01167,212575000,9143788,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T06:04:11+00:00,54.844417,13.011673
236297000_2021-01-03T07-06-31_00-00_55.26502_13.06865,236297000,9323651,GI,cargo ship,under way using engine,HEROYA,unknown,unknown,2021-01-03,2021-01-03T07:06:31+00:00,55.265017,13.068645
255805883_2021-01-03T09-32-13_00-00_54.80562_13.00340,255805883,9108063,XM,cargo ship,under way using engine,ST PETERSBURG,unknown,unknown,2021-01-03,2021-01-03T09:32:13+00:00,54.805617,13.003397
235059487_2021-01-03T17-47-25_00-00_54.93417_13.60844,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T17:47:25+00:00,54.934173,13.608438
235059487_2021-01-03T18-20-01_00-00_54.98634_13.87528,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T18:20:01+00:00,54.98634,13.875278
235059487_2021-01-03T18-33-26_00-00_55.00530_13.98862,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-03,2021-01-03T18:33:26+00:00,55.005302,13.988617
230618000_2021-01-04T00-51-20_00-00_54.69222_13.93757,230618000,9468891,FI,cargo ship,under way using engine,GDANSK,unknown,unknown,2021-01-04,2021-01-04T00:51:20+00:00,54.692222,13.93757
209515000_2021-01-04T05-50-04_00-00_54.98481_13.94298,209515000,9814002,CY,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-04,2021-01-04T05:50:04+00:00,54.98481,13.942977
244780569_2021-01-04T07-55-19_00-00_54.72205_13.43283,244780569,9374909,NL,cargo ship,under way using engine,SZCZECIN PLSZZ,unknown,unknown,2021-01-04,2021-01-04T07:55:19+00:00,54.72205,13.432828
211202400_2021-01-04T10-47-52_00-00_54.72670_13.67350,211202400,8504208,DE,cargo ship,under way using engine,PLGDN,unknown,unknown,2021-01-04,2021-01-04T10:47:52+00:00,54.726702,13.673495
257519000_2021-01-04T12-34-41_00-00_55.20336_13.18602,257519000,9307671,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-04,2021-01-04T12:34:41+00:00,55.203357,13.186023
236729000_2021-01-04T13-15-38_00-00_55.23577_13.53657,236729000,9147136,GI,cargo ship,under way using engine,BELFAST,unknown,unknown,2021-01-04,2021-01-04T13:15:38+00:00,55.235767,13.536567
239997000_2021-01-04T13-30-06_00-00_55.22598_13.02648,239997000,9235713,GR,tanker,under way using engine,RULU,unknown,unknown,2021-01-04,2021-01-04T13:30:06+00:00,55.225983,13.026483
230204000_2021-01-04T14-55-53_00-00_55.20614_13.52327,230204000,8820860,FI,cargo ship,under way using engine,SEHAK VIA SKAW,unknown,unknown,2021-01-04,2021-01-04T14:55:53+00:00,55.206142,13.523272
244765000_2021-01-05T00-05-08_00-00_54.81624_13.49395,244765000,9356488,NL,cargo ship,under way using engine,MUKRAN,unknown,unknown,2021-01-05,2021-01-05T00:05:08+00:00,54.816242,13.493955
212536000_2021-01-05T01-25-33_00-00_54.97393_13.66665,212536000,9436238,CY,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-05,2021-01-05T01:25:33+00:00,54.973928,13.666647
266431000_2021-01-05T03-16-40_00-00_55.18968_13.70736,266431000,9255270,SE,tanker,under way using engine,RULED,unknown,unknown,2021-01-05,2021-01-05T03:16:40+00:00,55.18968,13.707362
232031869_2021-01-05T05-07-06_00-00_55.22271_13.93249,232031869,9361330,GB,cargo ship,under way using engine,UK WARRENPOINT,unknown,unknown,2021-01-05,2021-01-05T05:07:06+00:00,55.222707,13.932487
266420000_2021-01-05T09-51-17_00-00_55.22638_13.04981,266420000,9428085,SE,tanker,under way using engine,SVETLY,unknown,unknown,2021-01-05,2021-01-05T09:51:17+00:00,55.226378,13.049813
212575000_2021-01-05T10-37-28_00-00_54.59100_13.04733,212575000,9143788,CY,cargo ship,under way using engine,STRALSUND,unknown,unknown,2021-01-05,2021-01-05T10:37:28+00:00,54.591,13.047332
212575000_2021-01-05T10-40-09_00-00_54.58700_13.05316,212575000,9143788,CY,cargo ship,under way using engine,STRALSUND,unknown,unknown,2021-01-05,2021-01-05T10:40:09+00:00,54.587003,13.053165
212575000_2021-01-05T10-57-19_00-00_54.54017_13.06767,212575000,9143788,CY,cargo ship,under way using engine,STRALSUND,unknown,unknown,2021-01-05,2021-01-05T10:57:19+00:00,54.54017,13.067667
212575000_2021-01-05T11-08-38_00-00_54.50900_13.05350,212575000,9143788,CY,cargo ship,under way using engine,STRALSUND,unknown,unknown,2021-01-05,2021-01-05T11:08:38+00:00,54.509,13.053498
212575000_2021-01-05T11-10-08_00-00_54.50517_13.05316,212575000,9143788,CY,cargo ship,under way using engine,STRALSUND,unknown,unknown,2021-01-05,2021-01-05T11:10:08+00:00,54.505167,13.053165
257064430_2021-01-05T11-40-09_00-00_55.10318_13.10912,257064430,9479931,NO,cargo ship,under way using engine,SWINOUJSCIE PILOT,unknown,unknown,2021-01-05,2021-01-05T11:40:09+00:00,55.103177,13.10912
219554000_2021-01-05T12-35-51_00-00_55.22467_13.99376,219554000,9425356,DK,tanker,under way using engine,SE KAN SE BRO,unknown,unknown,2021-01-05,2021-01-05T12:35:51+00:00,55.224673,13.99376
273339840_2021-01-05T16-54-02_00-00_55.26136_13.04642,273339840,9549657,RU,cargo ship,under way using engine,FREDERIKSVAERK,unknown,unknown,2021-01-05,2021-01-05T16:54:02+00:00,55.261362,13.04642
636018155_2021-01-05T19-50-00_00-00_55.25332_13.53060,636018155,9358010,LR,cargo ship,under way using engine,INCOK,unknown,unknown,2021-01-05,2021-01-05T19:50:00+00:00,55.253315,13.530598
231695000_2021-01-05T21-28-44_00-00_55.18564_13.69943,231695000,9268423,FO,tanker,under way using engine,PLGDN,unknown,unknown,2021-01-05,2021-01-05T21:28:44+00:00,55.185637,13.699433
235060989_2021-01-05T21-32-50_00-00_54.93986_13.47010,235060989,9357602,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-05,2021-01-05T21:32:50+00:00,54.939865,13.470102
308654000_2021-01-05T22-10-09_00-00_55.16863_13.77635,308654000,9316311,BS,cargo ship,under way using engine,PALDISKI,unknown,unknown,2021-01-05,2021-01-05T22:10:09+00:00,55.168627,13.776347
231670000_2021-01-06T01-50-02_00-00_55.15840_13.04246,231670000,9263382,FO,tanker,under way using engine,GDANSK,unknown,unknown,2021-01-06,2021-01-06T01:50:02+00:00,55.158397,13.042458
257477000_2021-01-06T02-12-13_00-00_54.97835_13.30225,257477000,9051210,NO,cargo ship,under way using engine,KARLSHAMN,unknown,unknown,2021-01-06,2021-01-06T02:12:13+00:00,54.978347,13.302248
244389000_2021-01-06T03-31-44_00-00_54.89515_13.64510,244389000,9361328,NL,cargo ship,under way using engine,ST PETERSBURG,unknown,unknown,2021-01-06,2021-01-06T03:31:44+00:00,54.89515,13.645103
212008000_2021-01-06T04-15-51_00-00_54.99804_13.70463,212008000,9398773,CY,cargo ship,under way using engine,ROTTERDAM,unknown,unknown,2021-01-06,2021-01-06T04:15:51+00:00,54.998035,13.704635
244110938_2021-01-06T10-18-06_00-00_54.72632_13.16805,244110938,9374698,NL,cargo ship,under way using engine,GDANSK,unknown,unknown,2021-01-06,2021-01-06T10:18:06+00:00,54.726318,13.168048
305170000_2021-01-06T10-42-44_00-00_54.98802_13.59968,305170000,9454462,AG,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-06,2021-01-06T10:42:44+00:00,54.988017,13.599683
248952000_2021-01-06T12-13-57_00-00_55.01287_13.81339,248952000,9332640,MT,tanker,under way using engine,NL AMS,unknown,unknown,2021-01-06,2021-01-06T12:13:57+00:00,55.01287,13.813392
209992000_2021-01-06T17-39-55_00-00_55.15517_13.97727,209992000,9256559,CY,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-06,2021-01-06T17:39:55+00:00,55.155167,13.977268
245046000_2021-01-06T19-26-32_00-00_55.22136_13.29523,245046000,9399399,NL,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-06,2021-01-06T19:26:32+00:00,55.221355,13.295228
235059487_2021-01-06T21-26-43_00-00_54.96735_13.65161,235059487,9357597,GB,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-06,2021-01-06T21:26:43+00:00,54.96735,13.65161
255801670_2021-01-07T03-30-40_00-00_55.04255_13.89360,255801670,9305362,XM,tanker,under way using engine,LUBECK,unknown,unknown,2021-01-07,2021-01-07T03:30:40+00:00,55.04255,13.8936
255801670_2021-01-07T05-20-21_00-00_54.91687_13.31083,255801670,9305362,XM,tanker,under way using engine,LUBECK,unknown,unknown,2021-01-07,2021-01-07T05:20:21+00:00,54.916867,13.310833
305286000_2021-01-07T06-10-15_00-00_54.68402_13.04994,305286000,9013000,AG,cargo ship,under way using engine,SZCZECIN,unknown,unknown,2021-01-07,2021-01-07T06:10:15+00:00,54.684025,13.049943
230984000_2021-01-07T07-58-16_00-00_54.90701_13.24328,230984000,9354325,FI,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-07,2021-01-07T07:58:16+00:00,54.907007,13.243278
209314000_2021-01-07T09-00-08_00-00_54.91527_13.35740,209314000,9277345,CY,cargo ship,under way using engine,ROTTERDAM,unknown,unknown,2021-01-07,2021-01-07T09:00:08+00:00,54.91527,13.357397
257385000_2021-01-07T11-05-47_00-00_54.81822_13.15690,257385000,8813972,NO,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T11:05:47+00:00,54.818223,13.156895
212787000_2021-01-07T12-22-29_00-00_54.94952_13.54805,212787000,9504059,CY,cargo ship,under way using engine,DEBRV VIA NOK,unknown,unknown,2021-01-07,2021-01-07T12:22:29+00:00,54.949522,13.548052
259936000_2021-01-07T20-10-36_00-00_54.81936_13.07949,259936000,9401556,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T20:10:36+00:00,54.819362,13.079488
259936000_2021-01-07T20-39-25_00-00_54.83859_13.18397,259936000,9401556,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T20:39:25+00:00,54.838587,13.183968
244519000_2021-01-07T21-15-17_00-00_54.91613_13.29500,244519000,9307372,NL,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-07,2021-01-07T21:15:17+00:00,54.916132,13.295
244519000_2021-01-07T21-48-53_00-00_54.86047_13.01606,244519000,9307372,NL,cargo ship,under way using engine,LUBECK,unknown,unknown,2021-01-07,2021-01-07T21:48:53+00:00,54.860467,13.016058
259936000_2021-01-07T22-20-06_00-00_54.90734_13.54069,259936000,9401556,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T22:20:06+00:00,54.90734,13.540688
305484000_2021-01-07T22-42-34_00-00_54.90714_13.63467,305484000,9428217,AG,cargo ship,under way using engine,SESTO VIA NOK,unknown,unknown,2021-01-07,2021-01-07T22:42:34+00:00,54.907143,13.634665
259936000_2021-01-07T23-17-06_00-00_54.94695_13.75032,259936000,9401556,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T23:17:06+00:00,54.946948,13.750317
259936000_2021-01-07T23-20-07_00-00_54.94899_13.76124,259936000,9401556,NO,tanker,under way using engine,RULED,unknown,unknown,2021-01-07,2021-01-07T23:20:07+00:00,54.948988,13.761238
245306000_2021-01-08T02-50-19_00-00_54.91462_13.74767,245306000,9313864,NL,cargo ship,under way using engine,INKOO,unknown,unknown,2021-01-08,2021-01-08T02:50:19+00:00,54.914623,13.747672
636014899_2021-01-08T04-06-57_00-00_54.95710_13.53840,636014899,9453535,LR,cargo ship,not available,ITCVV,unknown,unknown,2021-01-08,2021-01-08T04:06:57+00:00,54.9571,13.5384
244150000_2021-01-08T05-14-06_00-00_54.94812_13.79079,244150000,9243863,NL,cargo ship,under way using engine,SOLESBORG SESOL,unknown,unknown,2021-01-08,2021-01-08T05:14:06+00:00,54.94812,13.790793
240625000_2021-01-08T08-40-05_00-00_54.99842_13.80002,240625000,9343883,GR,cargo ship,under way using engine,BR PRM,unknown,unknown,2021-01-08,2021-01-08T08:40:05+00:00,54.998417,13.800017
212571000_2021-01-08T08-44-50_00-00_54.98938_13.70002,212571000,9434151,CY,cargo ship,under way using engine,BOSTON,unknown,unknown,2021-01-08,2021-01-08T08:44:50+00:00,54.989383,13.700018
261000205_2021-01-08T11-34-59_00-00_55.23252_13.04123,261000205,9128336,PL,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-08,2021-01-08T11:34:59+00:00,55.232517,13.041233
205795000_2021-01-08T14-02-52_00-00_54.84141_13.21631,205795000,9386524,BE,cargo ship,under way using engine,RULED,unknown,unknown,2021-01-08,2021-01-08T14:02:52+00:00,54.841413,13.216307
215402000_2021-01-08T17-40-07_00-00_54.84728_13.23368,215402000,9461910,MT,tanker,under way using engine,LVVNT,unknown,unknown,2021-01-08,2021-01-08T17:40:07+00:00,54.847277,13.233678
275472000_2021-01-08T17-43-45_00-00_54.73714_13.40154,275472000,9374741,LV,cargo ship,under way using engine,GB BEL,unknown,unknown,2021-01-08,2021-01-08T17:43:45+00:00,54.737145,13.401542
215402000_2021-01-08T18-35-27_00-00_54.90437_13.52903,215402000,9461910,MT,tanker,under way using engine,LVVNT,unknown,unknown,2021-01-08,2021-01-08T18:35:27+00:00,54.904372,13.529027
215402000_2021-01-08T18-52-07_00-00_54.92142_13.61818,215402000,9461910,MT,tanker,under way using engine,LVVNT,unknown,unknown,2021-01-08,2021-01-08T18:52:07+00:00,54.921425,13.618177
258897000_2021-01-08T20-30-05_00-00_54.96822_13.92626,258897000,7330052,NO,tanker,under way using engine,LVLPX,unknown,unknown,2021-01-08,2021-01-08T20:30:05+00:00,54.968223,13.926262
266465000_2021-01-08T20-51-14_00-00_55.24389_13.13733,266465000,9816531,SE,tanker,under way using engine,GOTHENBURG,unknown,unknown,2021-01-08,2021-01-08T20:51:14+00:00,55.243893,13.137332
245278000_2021-01-08T20-51-22_00-00_54.89750_13.50550,245278000,9423748,NL,cargo ship,under way using engine,SW SDL,unknown,unknown,2021-01-08,2021-01-08T20:51:22+00:00,54.8975,13.5055
244912000_2021-01-08T21-50-17_00-00_54.95453_13.51418,244912000,9307384,NL,cargo ship,under way using engine,ROSTOCK,unknown,unknown,2021-01-08,2021-01-08T21:50:17+00:00,54.954532,13.514183
266232000_2021-01-09T00-45-50_00-00_54.82790_13.13280,266232000,9334959,SE,cargo ship,not available,KEMI,unknown,unknown,2021-01-09,2021-01-09T00:45:50+00:00,54.8279,13.1328
266232000_2021-01-09T01-15-16_00-00_54.87444_13.37621,266232000,9334959,SE,cargo ship,under way using engine,KEMI,unknown,unknown,2021-01-09,2021-01-09T01:15:16+00:00,54.87444,13.376208
266232000_2021-01-09T01-26-04_00-00_54.88967_13.46265,266232000,9334959,SE,cargo ship,under way using engine,KEMI,unknown,unknown,2021-01-09,2021-01-09T01:26:04+00:00,54.889668,13.462647
266232000_2021-01-09T01-40-09_00-00_54.90925_13.57667,266232000,9334959,SE,cargo ship,under way using engine,KEMI,unknown,unknown,2021-01-09,2021-01-09T01:40:09+00:00,54.909253,13.576667
266232000_2021-01-09T01-59-58_00-00_54.93956_13.73995,266232000,9334959,SE,cargo ship,under way using engine,KEMI,unknown,unknown,2021-01-09,2021-01-09T01:59:58+00:00,54.939562,13.73995
229860000_2021-01-09T02-22-55_00-00_54.99610_13.71187,229860000,9130200,MT,cargo ship,under way using engine,SUTTON BRIDGE GB,unknown,unknown,2021-01-09,2021-01-09T02:22:55+00:00,54.9961,13.711867
212255000_2021-01-09T03-15-13_00-00_55.20708_13.35900,212255000,9342140,CY,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-09,2021-01-09T03:15:13+00:00,55.207083,13.359
245897000_2021-01-09T04-20-02_00-00_54.95979_13.75264,245897000,9345398,NL,cargo ship,under way using engine,HANKO,unknown,unknown,2021-01-09,2021-01-09T04:20:02+00:00,54.959793,13.752645
244140321_2021-01-09T04-53-24_00-00_55.18740_13.77868,244140321,9735220,NL,cargo ship,under way using engine,SEOSK,unknown,unknown,2021-01-09,2021-01-09T04:53:24+00:00,55.1874,13.778683
245147000_2021-01-09T08-15-20_00-00_54.98029_13.58858,245147000,9367762,NL,cargo ship,under way using engine,ANTWERP,unknown,unknown,2021-01-09,2021-01-09T08:15:20+00:00,54.98029,13.58858
305639000_2021-01-09T09-43-58_00-00_54.93489_13.77981,305639000,9582867,AG,cargo ship,under way using engine,STOCKHOLM,unknown,unknown,2021-01-09,2021-01-09T09:43:58+00:00,54.934888,13.779807
218492000_2021-01-09T10-15-57_00-00_54.93014_13.30737,218492000,9117959,DE,cargo ship,under way using engine,DEBRE,unknown,unknown,2021-01-09,2021-01-09T10:15:57+00:00,54.930143,13.30737
257911000_2021-01-09T11-20-06_00-00_54.67972_13.90379,257911000,9766877,NO,cargo ship,under way using engine,BALTICA 3,unknown,unknown,2021-01-09,2021-01-09T11:20:06+00:00,54.67972,13.90379
209955000_2021-01-09T11-55-33_00-00_54.89999_13.23444,209955000,9372212,CY,cargo ship,under way using engine,PAPENBURG,unknown,unknown,2021-01-09,2021-01-09T11:55:33+00:00,54.899987,13.23444
275491000_2021-01-09T14-22-26_00-00_54.82454_13.13728,275491000,9463865,LV,cargo ship,under way using engine,RIGA,unknown,unknown,2021-01-09,2021-01-09T14:22:26+00:00,54.82454,13.137282
